rep_id,territory_id,territory_name,state,district,tehsil_list
REP_0177,TER_0177,ahmedabad_south_177,Gujarat,Ahmedabad,"[""Ahmedabad_T056"", ""Ahmedabad_T057"", ""Ahmedabad_T058"", ""Ahmedabad_T059"", ""Ahmedabad_T060"", ""Ahmedabad_T061"", ""Ahmedabad_T062""]"
REP_0178,TER_0178,agra_east_178,Uttar Pradesh,Agra,"[""Agra_T051"", ""Agra_T052"", ""Agra_T053"", ""Agra_T054"", ""Agra_T055"", ""Agra_T056"", ""Agra_T057"", ""Agra_T058"", ""Agra_T059"", ""Agra_T060"", ""Agra_T061"", ""Agra_T062""]"
REP_0179,TER_0179,bardhaman_west_179,West Bengal,Bardhaman,"[""Bardhaman_T051"", ""Bardhaman_T052"", ""Bardhaman_T053"", ""Bardhaman_T054"", ""Bardhaman_T055"", ""Bardhaman_T056"", ""Bardhaman_T057"", ""Bardhaman_T058"", ""Bardhaman_T059"", ""Bardhaman_T060"", ""Bardhaman_T061""]"
REP_0180,TER_0180,akola_central_180,Maharashtra,Akola,"[""Akola_T057"", ""Akola_T058"", ""Akola_T059"", ""Akola_T060"", ""Akola_T061"", ""Akola_T062"", ""Akola_T063"", ""Akola_T064"", ""Akola_T065"", ""Akola_T066"", ""Akola_T067"", ""Akola_T068""]"
REP_0181,TER_0181,sirsa_north_181,Haryana,Sirsa,"[""Sirsa_T047"", ""Sirsa_T048"", ""Sirsa_T049"", ""Sirsa_T050"", ""Sirsa_T051"", ""Sirsa_T052"", ""Sirsa_T053"", ""Sirsa_T054"", ""Sirsa_T055"", ""Sirsa_T056"", ""Sirsa_T057"", ""Sirsa_T058""]"
REP_0182,TER_0182,amravati_south_182,Maharashtra,Amravati,"[""Amravati_T051"", ""Amravati_T052"", ""Amravati_T053"", ""Amravati_T054"", ""Amravati_T055"", ""Amravati_T056"", ""Amravati_T057"", ""Amravati_T058"", ""Amravati_T059"", ""Amravati_T060"", ""Amravati_T061"", ""Amravati_T062"", ""Amravati_T063""]"
REP_0183,TER_0183,ludhiana_east_183,Punjab,Ludhiana,"[""Ludhiana_T046"", ""Ludhiana_T047"", ""Ludhiana_T048"", ""Ludhiana_T049"", ""Ludhiana_T050"", ""Ludhiana_T051""]"
REP_0184,TER_0184,kalaburagi_west_184,Karnataka,Kalaburagi,"[""Kalaburagi_T046"", ""Kalaburagi_T047"", ""Kalaburagi_T048"", ""Kalaburagi_T049"", ""Kalaburagi_T050"", ""Kalaburagi_T051"", ""Kalaburagi_T052""]"
REP_0185,TER_0185,jaipur_central_185,Rajasthan,Jaipur,"[""Jaipur_T046"", ""Jaipur_T047"", ""Jaipur_T048"", ""Jaipur_T049"", ""Jaipur_T050"", ""Jaipur_T051""]"
REP_0186,TER_0186,ujjain_north_186,Madhya Pradesh,Ujjain,"[""Ujjain_T060"", ""Ujjain_T061"", ""Ujjain_T062"", ""Ujjain_T063"", ""Ujjain_T064"", ""Ujjain_T065"", ""Ujjain_T066"", ""Ujjain_T067"", ""Ujjain_T068"", ""Ujjain_T069"", ""Ujjain_T070"", ""Ujjain_T071""]"
REP_0187,TER_0187,bathinda_south_187,Punjab,Bathinda,"[""Bathinda_T057"", ""Bathinda_T058"", ""Bathinda_T059"", ""Bathinda_T060"", ""Bathinda_T061"", ""Bathinda_T062"", ""Bathinda_T063"", ""Bathinda_T064"", ""Bathinda_T065"", ""Bathinda_T066"", ""Bathinda_T067""]"
REP_0188,TER_0188,indore_east_188,Madhya Pradesh,Indore,"[""Indore_T048"", ""Indore_T049"", ""Indore_T050"", ""Indore_T051"", ""Indore_T052"", ""Indore_T053"", ""Indore_T054""]"
REP_0189,TER_0189,rajkot_west_189,Gujarat,Rajkot,"[""Rajkot_T041"", ""Rajkot_T042"", ""Rajkot_T043"", ""Rajkot_T044"", ""Rajkot_T045"", ""Rajkot_T046"", ""Rajkot_T047"", ""Rajkot_T048"", ""Rajkot_T049""]"
REP_0190,TER_0190,patiala_central_190,Punjab,Patiala,"[""Patiala_T038"", ""Patiala_T039"", ""Patiala_T040"", ""Patiala_T041"", ""Patiala_T042"", ""Patiala_T043"", ""Patiala_T044"", ""Patiala_T045"", ""Patiala_T046""]"
REP_0191,TER_0191,nadia_north_191,West Bengal,Nadia,"[""Nadia_T041"", ""Nadia_T042"", ""Nadia_T043"", ""Nadia_T044"", ""Nadia_T045"", ""Nadia_T046"", ""Nadia_T047"", ""Nadia_T048"", ""Nadia_T049""]"
REP_0192,TER_0192,karnal_south_192,Haryana,Karnal,"[""Karnal_T050"", ""Karnal_T051"", ""Karnal_T052"", ""Karnal_T053"", ""Karnal_T054"", ""Karnal_T055"", ""Karnal_T056"", ""Karnal_T057"", ""Karnal_T058"", ""Karnal_T059"", ""Karnal_T060"", ""Karnal_T061"", ""Karnal_T062"", ""Karnal_T063""]"
REP_0193,TER_0193,muzaffarpur_east_193,Bihar,Muzaffarpur,"[""Muzaffarpur_T051"", ""Muzaffarpur_T052"", ""Muzaffarpur_T053"", ""Muzaffarpur_T054"", ""Muzaffarpur_T055"", ""Muzaffarpur_T056"", ""Muzaffarpur_T057"", ""Muzaffarpur_T058"", ""Muzaffarpur_T059"", ""Muzaffarpur_T060"", ""Muzaffarpur_T061"", ""Muzaffarpur_T062"", ""Muzaffarpur_T063""]"
REP_0194,TER_0194,vijayapura_west_194,Karnataka,Vijayapura,"[""Vijayapura_T046"", ""Vijayapura_T047"", ""Vijayapura_T048"", ""Vijayapura_T049"", ""Vijayapura_T050"", ""Vijayapura_T051"", ""Vijayapura_T052"", ""Vijayapura_T053""]"
REP_0195,TER_0195,meerut_central_195,Uttar Pradesh,Meerut,"[""Meerut_T053"", ""Meerut_T054"", ""Meerut_T055"", ""Meerut_T056"", ""Meerut_T057"", ""Meerut_T058"", ""Meerut_T059"", ""Meerut_T060"", ""Meerut_T061"", ""Meerut_T062"", ""Meerut_T063"", ""Meerut_T064""]"
REP_0196,TER_0196,mehsana_north_196,Gujarat,Mehsana,"[""Mehsana_T046"", ""Mehsana_T047"", ""Mehsana_T048"", ""Mehsana_T049"", ""Mehsana_T050"", ""Mehsana_T051"", ""Mehsana_T052"", ""Mehsana_T053""]"
REP_0197,TER_0197,amritsar_south_197,Punjab,Amritsar,"[""Amritsar_T055"", ""Amritsar_T056"", ""Amritsar_T057"", ""Amritsar_T058"", ""Amritsar_T059"", ""Amritsar_T060"", ""Amritsar_T061"", ""Amritsar_T062"", ""Amritsar_T063"", ""Amritsar_T064""]"
REP_0198,TER_0198,rohtak_east_198,Haryana,Rohtak,"[""Rohtak_T052"", ""Rohtak_T053"", ""Rohtak_T054"", ""Rohtak_T055"", ""Rohtak_T056"", ""Rohtak_T057"", ""Rohtak_T058"", ""Rohtak_T059"", ""Rohtak_T060"", ""Rohtak_T061"", ""Rohtak_T062"", ""Rohtak_T063"", ""Rohtak_T064""]"
REP_0199,TER_0199,patna_west_199,Bihar,Patna,"[""Patna_T070"", ""Patna_T071"", ""Patna_T072"", ""Patna_T073"", ""Patna_T074"", ""Patna_T075"", ""Patna_T076"", ""Patna_T077"", ""Patna_T078""]"
REP_0200,TER_0200,hisar_central_200,Haryana,Hisar,"[""Hisar_T061"", ""Hisar_T062"", ""Hisar_T063"", ""Hisar_T064"", ""Hisar_T065"", ""Hisar_T066"", ""Hisar_T067""]"
REP_0201,TER_0201,varanasi_north_201,Uttar Pradesh,Varanasi,"[""Varanasi_T065"", ""Varanasi_T066"", ""Varanasi_T067"", ""Varanasi_T068"", ""Varanasi_T069"", ""Varanasi_T070"", ""Varanasi_T071"", ""Varanasi_T072"", ""Varanasi_T073"", ""Varanasi_T074"", ""Varanasi_T075"", ""Varanasi_T076"", ""Varanasi_T077""]"
REP_0202,TER_0202,bharatpur_south_202,Rajasthan,Bharatpur,"[""Bharatpur_T072"", ""Bharatpur_T073"", ""Bharatpur_T074"", ""Bharatpur_T075"", ""Bharatpur_T076"", ""Bharatpur_T077"", ""Bharatpur_T078"", ""Bharatpur_T079"", ""Bharatpur_T080"", ""Bharatpur_T081"", ""Bharatpur_T082"", ""Bharatpur_T083"", ""Bharatpur_T084"", ""Bharatpur_T085""]"
REP_0203,TER_0203,jalgaon_east_203,Maharashtra,Jalgaon,"[""Jalgaon_T059"", ""Jalgaon_T060"", ""Jalgaon_T061"", ""Jalgaon_T062"", ""Jalgaon_T063"", ""Jalgaon_T064"", ""Jalgaon_T065""]"
REP_0204,TER_0204,lucknow_west_204,Uttar Pradesh,Lucknow,"[""Lucknow_T070"", ""Lucknow_T071"", ""Lucknow_T072"", ""Lucknow_T073"", ""Lucknow_T074"", ""Lucknow_T075""]"
REP_0205,TER_0205,ratlam_central_205,Madhya Pradesh,Ratlam,"[""Ratlam_T056"", ""Ratlam_T057"", ""Ratlam_T058"", ""Ratlam_T059"", ""Ratlam_T060"", ""Ratlam_T061"", ""Ratlam_T062"", ""Ratlam_T063"", ""Ratlam_T064"", ""Ratlam_T065"", ""Ratlam_T066"", ""Ratlam_T067"", ""Ratlam_T068"", ""Ratlam_T069""]"
REP_0206,TER_0206,bikaner_north_206,Rajasthan,Bikaner,"[""Bikaner_T057"", ""Bikaner_T058"", ""Bikaner_T059"", ""Bikaner_T060"", ""Bikaner_T061"", ""Bikaner_T062""]"
REP_0207,TER_0207,kanpur_nagar_south_207,Uttar Pradesh,Kanpur Nagar,"[""Kanpur_Nagar_T071"", ""Kanpur_Nagar_T072"", ""Kanpur_Nagar_T073"", ""Kanpur_Nagar_T074"", ""Kanpur_Nagar_T075"", ""Kanpur_Nagar_T076"", ""Kanpur_Nagar_T077""]"
REP_0208,TER_0208,sikar_east_208,Rajasthan,Sikar,"[""Sikar_T061"", ""Sikar_T062"", ""Sikar_T063"", ""Sikar_T064"", ""Sikar_T065"", ""Sikar_T066"", ""Sikar_T067"", ""Sikar_T068"", ""Sikar_T069""]"
REP_0209,TER_0209,sehore_west_209,Madhya Pradesh,Sehore,"[""Sehore_T059"", ""Sehore_T060"", ""Sehore_T061"", ""Sehore_T062"", ""Sehore_T063"", ""Sehore_T064"", ""Sehore_T065"", ""Sehore_T066""]"
REP_0210,TER_0210,ahmedabad_central_210,Gujarat,Ahmedabad,"[""Ahmedabad_T063"", ""Ahmedabad_T064"", ""Ahmedabad_T065"", ""Ahmedabad_T066"", ""Ahmedabad_T067"", ""Ahmedabad_T068"", ""Ahmedabad_T069"", ""Ahmedabad_T070"", ""Ahmedabad_T071"", ""Ahmedabad_T072"", ""Ahmedabad_T073"", ""Ahmedabad_T074""]"
REP_0211,TER_0211,agra_north_211,Uttar Pradesh,Agra,"[""Agra_T063"", ""Agra_T064"", ""Agra_T065"", ""Agra_T066"", ""Agra_T067"", ""Agra_T068"", ""Agra_T069"", ""Agra_T070"", ""Agra_T071"", ""Agra_T072"", ""Agra_T073"", ""Agra_T074"", ""Agra_T075""]"
REP_0212,TER_0212,bardhaman_south_212,West Bengal,Bardhaman,"[""Bardhaman_T062"", ""Bardhaman_T063"", ""Bardhaman_T064"", ""Bardhaman_T065"", ""Bardhaman_T066"", ""Bardhaman_T067"", ""Bardhaman_T068"", ""Bardhaman_T069"", ""Bardhaman_T070"", ""Bardhaman_T071"", ""Bardhaman_T072"", ""Bardhaman_T073"", ""Bardhaman_T074""]"
REP_0213,TER_0213,akola_east_213,Maharashtra,Akola,"[""Akola_T069"", ""Akola_T070"", ""Akola_T071"", ""Akola_T072"", ""Akola_T073"", ""Akola_T074"", ""Akola_T075"", ""Akola_T076"", ""Akola_T077""]"
REP_0214,TER_0214,sirsa_west_214,Haryana,Sirsa,"[""Sirsa_T059"", ""Sirsa_T060"", ""Sirsa_T061"", ""Sirsa_T062"", ""Sirsa_T063"", ""Sirsa_T064"", ""Sirsa_T065"", ""Sirsa_T066"", ""Sirsa_T067"", ""Sirsa_T068"", ""Sirsa_T069"", ""Sirsa_T070""]"
REP_0215,TER_0215,amravati_central_215,Maharashtra,Amravati,"[""Amravati_T064"", ""Amravati_T065"", ""Amravati_T066"", ""Amravati_T067"", ""Amravati_T068"", ""Amravati_T069""]"
REP_0216,TER_0216,ludhiana_north_216,Punjab,Ludhiana,"[""Ludhiana_T052"", ""Ludhiana_T053"", ""Ludhiana_T054"", ""Ludhiana_T055"", ""Ludhiana_T056"", ""Ludhiana_T057"", ""Ludhiana_T058"", ""Ludhiana_T059""]"
REP_0217,TER_0217,kalaburagi_south_217,Karnataka,Kalaburagi,"[""Kalaburagi_T053"", ""Kalaburagi_T054"", ""Kalaburagi_T055"", ""Kalaburagi_T056"", ""Kalaburagi_T057"", ""Kalaburagi_T058"", ""Kalaburagi_T059"", ""Kalaburagi_T060"", ""Kalaburagi_T061"", ""Kalaburagi_T062"", ""Kalaburagi_T063"", ""Kalaburagi_T064""]"
REP_0218,TER_0218,jaipur_east_218,Rajasthan,Jaipur,"[""Jaipur_T052"", ""Jaipur_T053"", ""Jaipur_T054"", ""Jaipur_T055"", ""Jaipur_T056"", ""Jaipur_T057""]"
REP_0219,TER_0219,ujjain_west_219,Madhya Pradesh,Ujjain,"[""Ujjain_T072"", ""Ujjain_T073"", ""Ujjain_T074"", ""Ujjain_T075"", ""Ujjain_T076"", ""Ujjain_T077"", ""Ujjain_T078"", ""Ujjain_T079"", ""Ujjain_T080"", ""Ujjain_T081"", ""Ujjain_T082"", ""Ujjain_T083""]"
REP_0220,TER_0220,bathinda_central_220,Punjab,Bathinda,"[""Bathinda_T068"", ""Bathinda_T069"", ""Bathinda_T070"", ""Bathinda_T071"", ""Bathinda_T072"", ""Bathinda_T073"", ""Bathinda_T074"", ""Bathinda_T075"", ""Bathinda_T076"", ""Bathinda_T077""]"
REP_0221,TER_0221,indore_north_221,Madhya Pradesh,Indore,"[""Indore_T055"", ""Indore_T056"", ""Indore_T057"", ""Indore_T058"", ""Indore_T059"", ""Indore_T060"", ""Indore_T061"", ""Indore_T062"", ""Indore_T063"", ""Indore_T064"", ""Indore_T065"", ""Indore_T066"", ""Indore_T067""]"
REP_0222,TER_0222,rajkot_south_222,Gujarat,Rajkot,"[""Rajkot_T050"", ""Rajkot_T051"", ""Rajkot_T052"", ""Rajkot_T053"", ""Rajkot_T054"", ""Rajkot_T055"", ""Rajkot_T056"", ""Rajkot_T057"", ""Rajkot_T058"", ""Rajkot_T059""]"
REP_0223,TER_0223,patiala_east_223,Punjab,Patiala,"[""Patiala_T047"", ""Patiala_T048"", ""Patiala_T049"", ""Patiala_T050"", ""Patiala_T051"", ""Patiala_T052"", ""Patiala_T053"", ""Patiala_T054"", ""Patiala_T055"", ""Patiala_T056"", ""Patiala_T057"", ""Patiala_T058""]"
REP_0224,TER_0224,nadia_west_224,West Bengal,Nadia,"[""Nadia_T050"", ""Nadia_T051"", ""Nadia_T052"", ""Nadia_T053"", ""Nadia_T054"", ""Nadia_T055"", ""Nadia_T056"", ""Nadia_T057"", ""Nadia_T058"", ""Nadia_T059"", ""Nadia_T060"", ""Nadia_T061"", ""Nadia_T062"", ""Nadia_T063""]"
REP_0225,TER_0225,karnal_central_225,Haryana,Karnal,"[""Karnal_T064"", ""Karnal_T065"", ""Karnal_T066"", ""Karnal_T067"", ""Karnal_T068"", ""Karnal_T069"", ""Karnal_T070"", ""Karnal_T071"", ""Karnal_T072"", ""Karnal_T073"", ""Karnal_T074"", ""Karnal_T075"", ""Karnal_T076""]"
REP_0226,TER_0226,muzaffarpur_north_226,Bihar,Muzaffarpur,"[""Muzaffarpur_T064"", ""Muzaffarpur_T065"", ""Muzaffarpur_T066"", ""Muzaffarpur_T067"", ""Muzaffarpur_T068"", ""Muzaffarpur_T069"", ""Muzaffarpur_T070"", ""Muzaffarpur_T071""]"
REP_0227,TER_0227,vijayapura_south_227,Karnataka,Vijayapura,"[""Vijayapura_T054"", ""Vijayapura_T055"", ""Vijayapura_T056"", ""Vijayapura_T057"", ""Vijayapura_T058"", ""Vijayapura_T059"", ""Vijayapura_T060"", ""Vijayapura_T061"", ""Vijayapura_T062""]"
REP_0228,TER_0228,meerut_east_228,Uttar Pradesh,Meerut,"[""Meerut_T065"", ""Meerut_T066"", ""Meerut_T067"", ""Meerut_T068"", ""Meerut_T069"", ""Meerut_T070"", ""Meerut_T071"", ""Meerut_T072"", ""Meerut_T073"", ""Meerut_T074""]"
REP_0229,TER_0229,mehsana_west_229,Gujarat,Mehsana,"[""Mehsana_T054"", ""Mehsana_T055"", ""Mehsana_T056"", ""Mehsana_T057"", ""Mehsana_T058"", ""Mehsana_T059"", ""Mehsana_T060"", ""Mehsana_T061"", ""Mehsana_T062""]"
REP_0230,TER_0230,amritsar_central_230,Punjab,Amritsar,"[""Amritsar_T065"", ""Amritsar_T066"", ""Amritsar_T067"", ""Amritsar_T068"", ""Amritsar_T069"", ""Amritsar_T070""]"
REP_0231,TER_0231,rohtak_north_231,Haryana,Rohtak,"[""Rohtak_T065"", ""Rohtak_T066"", ""Rohtak_T067"", ""Rohtak_T068"", ""Rohtak_T069"", ""Rohtak_T070"", ""Rohtak_T071"", ""Rohtak_T072"", ""Rohtak_T073"", ""Rohtak_T074"", ""Rohtak_T075"", ""Rohtak_T076"", ""Rohtak_T077"", ""Rohtak_T078""]"
REP_0232,TER_0232,patna_south_232,Bihar,Patna,"[""Patna_T079"", ""Patna_T080"", ""Patna_T081"", ""Patna_T082"", ""Patna_T083"", ""Patna_T084""]"
REP_0233,TER_0233,hisar_east_233,Haryana,Hisar,"[""Hisar_T068"", ""Hisar_T069"", ""Hisar_T070"", ""Hisar_T071"", ""Hisar_T072"", ""Hisar_T073"", ""Hisar_T074"", ""Hisar_T075"", ""Hisar_T076"", ""Hisar_T077"", ""Hisar_T078""]"
REP_0234,TER_0234,varanasi_west_234,Uttar Pradesh,Varanasi,"[""Varanasi_T078"", ""Varanasi_T079"", ""Varanasi_T080"", ""Varanasi_T081"", ""Varanasi_T082"", ""Varanasi_T083""]"
REP_0235,TER_0235,bharatpur_central_235,Rajasthan,Bharatpur,"[""Bharatpur_T086"", ""Bharatpur_T087"", ""Bharatpur_T088"", ""Bharatpur_T089"", ""Bharatpur_T090"", ""Bharatpur_T091""]"
REP_0236,TER_0236,jalgaon_north_236,Maharashtra,Jalgaon,"[""Jalgaon_T066"", ""Jalgaon_T067"", ""Jalgaon_T068"", ""Jalgaon_T069"", ""Jalgaon_T070"", ""Jalgaon_T071"", ""Jalgaon_T072"", ""Jalgaon_T073"", ""Jalgaon_T074"", ""Jalgaon_T075"", ""Jalgaon_T076"", ""Jalgaon_T077"", ""Jalgaon_T078""]"
REP_0237,TER_0237,lucknow_south_237,Uttar Pradesh,Lucknow,"[""Lucknow_T076"", ""Lucknow_T077"", ""Lucknow_T078"", ""Lucknow_T079"", ""Lucknow_T080"", ""Lucknow_T081"", ""Lucknow_T082"", ""Lucknow_T083"", ""Lucknow_T084"", ""Lucknow_T085"", ""Lucknow_T086"", ""Lucknow_T087"", ""Lucknow_T088"", ""Lucknow_T089""]"
REP_0238,TER_0238,ratlam_east_238,Madhya Pradesh,Ratlam,"[""Ratlam_T070"", ""Ratlam_T071"", ""Ratlam_T072"", ""Ratlam_T073"", ""Ratlam_T074"", ""Ratlam_T075"", ""Ratlam_T076"", ""Ratlam_T077"", ""Ratlam_T078"", ""Ratlam_T079"", ""Ratlam_T080"", ""Ratlam_T081"", ""Ratlam_T082"", ""Ratlam_T083""]"
REP_0239,TER_0239,bikaner_west_239,Rajasthan,Bikaner,"[""Bikaner_T063"", ""Bikaner_T064"", ""Bikaner_T065"", ""Bikaner_T066"", ""Bikaner_T067"", ""Bikaner_T068"", ""Bikaner_T069"", ""Bikaner_T070""]"
REP_0240,TER_0240,kanpur_nagar_central_240,Uttar Pradesh,Kanpur Nagar,"[""Kanpur_Nagar_T078"", ""Kanpur_Nagar_T079"", ""Kanpur_Nagar_T080"", ""Kanpur_Nagar_T081"", ""Kanpur_Nagar_T082"", ""Kanpur_Nagar_T083""]"
REP_0241,TER_0241,sikar_north_241,Rajasthan,Sikar,"[""Sikar_T070"", ""Sikar_T071"", ""Sikar_T072"", ""Sikar_T073"", ""Sikar_T074"", ""Sikar_T075"", ""Sikar_T076"", ""Sikar_T077"", ""Sikar_T078"", ""Sikar_T079"", ""Sikar_T080"", ""Sikar_T081"", ""Sikar_T082"", ""Sikar_T083""]"
REP_0242,TER_0242,sehore_south_242,Madhya Pradesh,Sehore,"[""Sehore_T067"", ""Sehore_T068"", ""Sehore_T069"", ""Sehore_T070"", ""Sehore_T071"", ""Sehore_T072"", ""Sehore_T073""]"
REP_0243,TER_0243,ahmedabad_east_243,Gujarat,Ahmedabad,"[""Ahmedabad_T075"", ""Ahmedabad_T076"", ""Ahmedabad_T077"", ""Ahmedabad_T078"", ""Ahmedabad_T079"", ""Ahmedabad_T080"", ""Ahmedabad_T081"", ""Ahmedabad_T082""]"
REP_0244,TER_0244,agra_west_244,Uttar Pradesh,Agra,"[""Agra_T076"", ""Agra_T077"", ""Agra_T078"", ""Agra_T079"", ""Agra_T080"", ""Agra_T081"", ""Agra_T082""]"
REP_0245,TER_0245,bardhaman_central_245,West Bengal,Bardhaman,"[""Bardhaman_T075"", ""Bardhaman_T076"", ""Bardhaman_T077"", ""Bardhaman_T078"", ""Bardhaman_T079"", ""Bardhaman_T080"", ""Bardhaman_T081""]"
REP_0246,TER_0246,akola_north_246,Maharashtra,Akola,"[""Akola_T078"", ""Akola_T079"", ""Akola_T080"", ""Akola_T081"", ""Akola_T082"", ""Akola_T083"", ""Akola_T084"", ""Akola_T085"", ""Akola_T086""]"
REP_0247,TER_0247,sirsa_south_247,Haryana,Sirsa,"[""Sirsa_T071"", ""Sirsa_T072"", ""Sirsa_T073"", ""Sirsa_T074"", ""Sirsa_T075"", ""Sirsa_T076"", ""Sirsa_T077"", ""Sirsa_T078"", ""Sirsa_T079"", ""Sirsa_T080"", ""Sirsa_T081"", ""Sirsa_T082""]"
REP_0248,TER_0248,amravati_east_248,Maharashtra,Amravati,"[""Amravati_T070"", ""Amravati_T071"", ""Amravati_T072"", ""Amravati_T073"", ""Amravati_T074"", ""Amravati_T075"", ""Amravati_T076""]"
REP_0249,TER_0249,ludhiana_west_249,Punjab,Ludhiana,"[""Ludhiana_T060"", ""Ludhiana_T061"", ""Ludhiana_T062"", ""Ludhiana_T063"", ""Ludhiana_T064"", ""Ludhiana_T065"", ""Ludhiana_T066"", ""Ludhiana_T067"", ""Ludhiana_T068""]"
REP_0250,TER_0250,kalaburagi_central_250,Karnataka,Kalaburagi,"[""Kalaburagi_T065"", ""Kalaburagi_T066"", ""Kalaburagi_T067"", ""Kalaburagi_T068"", ""Kalaburagi_T069"", ""Kalaburagi_T070""]"
REP_0251,TER_0251,jaipur_north_251,Rajasthan,Jaipur,"[""Jaipur_T058"", ""Jaipur_T059"", ""Jaipur_T060"", ""Jaipur_T061"", ""Jaipur_T062"", ""Jaipur_T063"", ""Jaipur_T064""]"
REP_0252,TER_0252,ujjain_south_252,Madhya Pradesh,Ujjain,"[""Ujjain_T084"", ""Ujjain_T085"", ""Ujjain_T086"", ""Ujjain_T087"", ""Ujjain_T088"", ""Ujjain_T089"", ""Ujjain_T090"", ""Ujjain_T091"", ""Ujjain_T092"", ""Ujjain_T093"", ""Ujjain_T094"", ""Ujjain_T095""]"
REP_0253,TER_0253,bathinda_east_253,Punjab,Bathinda,"[""Bathinda_T078"", ""Bathinda_T079"", ""Bathinda_T080"", ""Bathinda_T081"", ""Bathinda_T082"", ""Bathinda_T083"", ""Bathinda_T084"", ""Bathinda_T085"", ""Bathinda_T086"", ""Bathinda_T087"", ""Bathinda_T088"", ""Bathinda_T089"", ""Bathinda_T090"", ""Bathinda_T091""]"
REP_0254,TER_0254,indore_west_254,Madhya Pradesh,Indore,"[""Indore_T068"", ""Indore_T069"", ""Indore_T070"", ""Indore_T071"", ""Indore_T072"", ""Indore_T073"", ""Indore_T074"", ""Indore_T075"", ""Indore_T076"", ""Indore_T077"", ""Indore_T078""]"
REP_0255,TER_0255,rajkot_central_255,Gujarat,Rajkot,"[""Rajkot_T060"", ""Rajkot_T061"", ""Rajkot_T062"", ""Rajkot_T063"", ""Rajkot_T064"", ""Rajkot_T065"", ""Rajkot_T066"", ""Rajkot_T067"", ""Rajkot_T068"", ""Rajkot_T069""]"
REP_0256,TER_0256,patiala_north_256,Punjab,Patiala,"[""Patiala_T059"", ""Patiala_T060"", ""Patiala_T061"", ""Patiala_T062"", ""Patiala_T063"", ""Patiala_T064"", ""Patiala_T065"", ""Patiala_T066"", ""Patiala_T067""]"
REP_0257,TER_0257,nadia_south_257,West Bengal,Nadia,"[""Nadia_T064"", ""Nadia_T065"", ""Nadia_T066"", ""Nadia_T067"", ""Nadia_T068"", ""Nadia_T069"", ""Nadia_T070"", ""Nadia_T071"", ""Nadia_T072"", ""Nadia_T073"", ""Nadia_T074""]"
REP_0258,TER_0258,karnal_east_258,Haryana,Karnal,"[""Karnal_T077"", ""Karnal_T078"", ""Karnal_T079"", ""Karnal_T080"", ""Karnal_T081"", ""Karnal_T082"", ""Karnal_T083"", ""Karnal_T084"", ""Karnal_T085""]"
REP_0259,TER_0259,muzaffarpur_west_259,Bihar,Muzaffarpur,"[""Muzaffarpur_T072"", ""Muzaffarpur_T073"", ""Muzaffarpur_T074"", ""Muzaffarpur_T075"", ""Muzaffarpur_T076"", ""Muzaffarpur_T077"", ""Muzaffarpur_T078"", ""Muzaffarpur_T079"", ""Muzaffarpur_T080"", ""Muzaffarpur_T081""]"
REP_0260,TER_0260,vijayapura_central_260,Karnataka,Vijayapura,"[""Vijayapura_T063"", ""Vijayapura_T064"", ""Vijayapura_T065"", ""Vijayapura_T066"", ""Vijayapura_T067"", ""Vijayapura_T068"", ""Vijayapura_T069"", ""Vijayapura_T070"", ""Vijayapura_T071"", ""Vijayapura_T072"", ""Vijayapura_T073"", ""Vijayapura_T074""]"
REP_0261,TER_0261,meerut_north_261,Uttar Pradesh,Meerut,"[""Meerut_T075"", ""Meerut_T076"", ""Meerut_T077"", ""Meerut_T078"", ""Meerut_T079"", ""Meerut_T080"", ""Meerut_T081"", ""Meerut_T082""]"
REP_0262,TER_0262,mehsana_south_262,Gujarat,Mehsana,"[""Mehsana_T063"", ""Mehsana_T064"", ""Mehsana_T065"", ""Mehsana_T066"", ""Mehsana_T067"", ""Mehsana_T068"", ""Mehsana_T069"", ""Mehsana_T070"", ""Mehsana_T071"", ""Mehsana_T072""]"
REP_0263,TER_0263,amritsar_east_263,Punjab,Amritsar,"[""Amritsar_T071"", ""Amritsar_T072"", ""Amritsar_T073"", ""Amritsar_T074"", ""Amritsar_T075"", ""Amritsar_T076"", ""Amritsar_T077"", ""Amritsar_T078"", ""Amritsar_T079"", ""Amritsar_T080"", ""Amritsar_T081"", ""Amritsar_T082"", ""Amritsar_T083""]"
REP_0264,TER_0264,rohtak_west_264,Haryana,Rohtak,"[""Rohtak_T079"", ""Rohtak_T080"", ""Rohtak_T081"", ""Rohtak_T082"", ""Rohtak_T083"", ""Rohtak_T084"", ""Rohtak_T085"", ""Rohtak_T086"", ""Rohtak_T087"", ""Rohtak_T088"", ""Rohtak_T089""]"
REP_0265,TER_0265,patna_central_265,Bihar,Patna,"[""Patna_T085"", ""Patna_T086"", ""Patna_T087"", ""Patna_T088"", ""Patna_T089"", ""Patna_T090"", ""Patna_T091""]"
REP_0266,TER_0266,hisar_north_266,Haryana,Hisar,"[""Hisar_T079"", ""Hisar_T080"", ""Hisar_T081"", ""Hisar_T082"", ""Hisar_T083"", ""Hisar_T084""]"
