id,campaign_product,campaign_crop,grower_id,message_sent_date,delivered_status,opened_status,clicked_status
WAM_RABI25_02114,Tilt 250 EC,wheat,GRW_02843,2025-11-07,true,true,false
WAM_RABI25_02115,Tilt 250 EC,wheat,GRW_02845,2025-10-14,true,true,false
WAM_RABI25_02116,Amistar 250 SC,chickpea,GRW_02846,2026-02-11,true,false,false
WAM_RABI25_02117,Tilt 250 EC,wheat,GRW_02847,2025-12-15,true,false,false
WAM_RABI25_02118,Score 250 EC,mustard,GRW_02849,2025-11-07,true,false,false
WAM_RABI25_02119,Tilt 250 EC,wheat,GRW_02850,2026-03-27,true,false,false
WAM_RABI25_02120,Tilt 250 EC,wheat,GRW_02851,2025-10-22,true,false,false
WAM_RABI25_02121,Tilt 250 EC,wheat,GRW_02852,2025-11-14,true,true,true
WAM_RABI25_02122,Amistar 250 SC,barley,GRW_02853,2025-11-29,true,false,false
WAM_RABI25_02123,Tilt 250 EC,wheat,GRW_02855,2026-02-26,true,false,false
WAM_RABI25_02124,Amistar 250 SC,chickpea,GRW_02856,2026-02-06,true,false,false
WAM_RABI25_02125,Tilt 250 EC,wheat,GRW_02858,2025-10-06,true,true,false
WAM_RABI25_02126,Tilt 250 EC,wheat,GRW_02860,2025-11-28,true,false,false
WAM_RABI25_02127,Tilt 250 EC,wheat,GRW_02861,2025-11-21,true,false,false
WAM_RABI25_02128,Amistar 250 SC,chickpea,GRW_02862,2025-11-07,true,false,false
WAM_RABI25_02129,Tilt 250 EC,wheat,GRW_02863,2026-01-03,true,false,false
WAM_RABI25_02130,Amistar 250 SC,barley,GRW_02865,2026-01-07,true,true,false
WAM_RABI25_02131,Tilt 250 EC,wheat,GRW_02866,2026-02-28,true,false,false
WAM_RABI25_02132,Tilt 250 EC,wheat,GRW_02868,2025-11-21,true,false,false
WAM_RABI25_02133,Amistar 250 SC,chickpea,GRW_02869,2026-02-19,true,false,false
WAM_RABI25_02134,Amistar 250 SC,cumin,GRW_02870,2025-10-11,true,false,false
WAM_RABI25_02135,Score 250 EC,safflower,GRW_02871,2025-12-08,true,false,false
WAM_RABI25_02136,Amistar 250 SC,maize,GRW_02872,2026-02-22,true,false,false
WAM_RABI25_02137,Tilt 250 EC,wheat,GRW_02873,2025-10-06,true,false,false
WAM_RABI25_02138,Tilt 250 EC,wheat,GRW_02874,2025-11-05,true,false,false
WAM_RABI25_02139,Tilt 250 EC,wheat,GRW_02876,2026-02-15,true,false,false
WAM_RABI25_02140,Tilt 250 EC,wheat,GRW_02877,2025-11-25,true,false,false
WAM_RABI25_02141,Tilt 250 EC,wheat,GRW_02878,2025-10-13,true,false,false
WAM_RABI25_02142,Tilt 250 EC,wheat,GRW_02879,2025-11-02,true,false,false
WAM_RABI25_02143,Tilt 250 EC,wheat,GRW_02880,2025-10-06,true,true,false
WAM_RABI25_02144,Amistar 250 SC,chickpea,GRW_02881,2026-03-02,true,false,false
WAM_RABI25_02145,Kavach 75 WP,potato,GRW_02882,2025-10-22,true,false,false
WAM_RABI25_02146,Amistar 250 SC,chickpea,GRW_02883,2025-10-12,true,false,false
WAM_RABI25_02147,Amistar 250 SC,maize,GRW_02884,2025-12-15,true,false,false
WAM_RABI25_02148,Tilt 250 EC,wheat,GRW_02885,2025-10-09,true,true,false
WAM_RABI25_02149,Score 250 EC,mustard,GRW_02887,2025-10-23,true,false,false
WAM_RABI25_02150,Amistar 250 SC,chickpea,GRW_02888,2026-01-04,true,true,false
WAM_RABI25_02151,Amistar 250 SC,maize,GRW_02890,2025-10-08,true,false,false
WAM_RABI25_02152,Tilt 250 EC,wheat,GRW_02891,2025-11-24,true,false,false
WAM_RABI25_02153,Tilt 250 EC,wheat,GRW_02892,2026-01-21,true,false,false
WAM_RABI25_02154,Tilt 250 EC,wheat,GRW_02893,2025-12-04,true,true,false
WAM_RABI25_02155,Amistar 250 SC,chickpea,GRW_02894,2025-10-27,true,true,false
WAM_RABI25_02156,Score 250 EC,safflower,GRW_02895,2026-03-31,true,false,false
WAM_RABI25_02157,Amistar 250 SC,barley,GRW_02896,2025-11-08,true,false,false
WAM_RABI25_02158,Tilt 250 EC,wheat,GRW_02897,2026-02-10,true,false,false
WAM_RABI25_02159,Tilt 250 EC,wheat,GRW_02898,2025-12-08,true,false,false
WAM_RABI25_02160,Score 250 EC,mustard,GRW_02899,2026-01-30,true,true,true
WAM_RABI25_02161,Amistar 250 SC,lentil,GRW_02900,2025-11-17,true,false,false
WAM_RABI25_02162,Amistar 250 SC,chickpea,GRW_02902,2026-01-15,true,false,false
WAM_RABI25_02163,Tilt 250 EC,wheat,GRW_02904,2025-10-07,true,false,false
WAM_RABI25_02164,Tilt 250 EC,wheat,GRW_02905,2025-10-07,true,false,false
WAM_RABI25_02165,Tilt 250 EC,wheat,GRW_02906,2025-12-02,true,false,false
WAM_RABI25_02166,Amistar 250 SC,chickpea,GRW_02908,2025-10-08,true,false,false
WAM_RABI25_02167,Score 250 EC,safflower,GRW_02909,2026-02-14,true,false,false
WAM_RABI25_02168,Tilt 250 EC,wheat,GRW_02910,2025-10-22,true,false,false
WAM_RABI25_02169,Amistar 250 SC,chickpea,GRW_02911,2025-10-10,true,false,false
WAM_RABI25_02170,Score 250 EC,mustard,GRW_02913,2025-10-09,true,false,false
WAM_RABI25_02171,Tilt 250 EC,wheat,GRW_02914,2025-11-11,true,true,false
WAM_RABI25_02172,Tilt 250 EC,wheat,GRW_02915,2026-03-22,true,false,false
WAM_RABI25_02173,Tilt 250 EC,wheat,GRW_02918,2025-10-08,true,true,false
WAM_RABI25_02174,Tilt 250 EC,wheat,GRW_02919,2026-01-03,true,false,false
WAM_RABI25_02175,Tilt 250 EC,wheat,GRW_02921,2026-01-20,true,true,false
WAM_RABI25_02176,Amistar 250 SC,lentil,GRW_02922,2025-11-23,true,false,false
WAM_RABI25_02177,Tilt 250 EC,wheat,GRW_02923,2025-10-25,true,true,false
WAM_RABI25_02178,Amistar 250 SC,maize,GRW_02925,2025-10-08,true,false,false
WAM_RABI25_02179,Kavach 75 WP,potato,GRW_02926,2026-01-01,true,true,true
WAM_RABI25_02180,Amistar 250 SC,barley,GRW_02927,2026-01-04,true,false,false
WAM_RABI25_02181,Tilt 250 EC,wheat,GRW_02929,2025-10-23,true,true,false
WAM_RABI25_02182,Score 250 EC,safflower,GRW_02930,2026-01-25,true,false,false
WAM_RABI25_02183,Tilt 250 EC,wheat,GRW_02931,2025-11-14,true,false,false
WAM_RABI25_02184,Score 250 EC,mustard,GRW_02932,2025-10-23,true,false,false
WAM_RABI25_02185,Tilt 250 EC,wheat,GRW_02933,2026-01-06,true,true,false
WAM_RABI25_02186,Tilt 250 EC,wheat,GRW_02934,2026-03-28,true,false,false
WAM_RABI25_02187,Amistar 250 SC,chickpea,GRW_02935,2025-11-29,true,true,false
WAM_RABI25_02188,Tilt 250 EC,wheat,GRW_02936,2025-12-07,true,false,false
WAM_RABI25_02189,Tilt 250 EC,wheat,GRW_02938,2026-02-15,true,false,false
WAM_RABI25_02190,Tilt 250 EC,wheat,GRW_02939,2025-10-21,true,false,false
WAM_RABI25_02191,Tilt 250 EC,wheat,GRW_02940,2025-11-11,true,false,false
WAM_RABI25_02192,Score 250 EC,mustard,GRW_02941,2025-12-08,true,true,false
WAM_RABI25_02193,Tilt 250 EC,wheat,GRW_02942,2025-11-17,true,false,false
WAM_RABI25_02194,Amistar 250 SC,barley,GRW_02943,2026-02-14,true,false,false
WAM_RABI25_02195,Amistar 250 SC,barley,GRW_02944,2025-11-24,true,false,false
WAM_RABI25_02196,Amistar 250 SC,chickpea,GRW_02946,2025-10-30,true,false,false
WAM_RABI25_02197,Score 250 EC,mustard,GRW_02947,2025-11-09,true,false,false
WAM_RABI25_02198,Kavach 75 WP,potato,GRW_02948,2025-10-11,true,true,false
WAM_RABI25_02199,Score 250 EC,mustard,GRW_02949,2025-11-18,true,false,false
WAM_RABI25_02200,Tilt 250 EC,wheat,GRW_02950,2025-12-28,true,false,false
WAM_RABI25_02201,Tilt 250 EC,wheat,GRW_02951,2025-11-25,true,false,false
WAM_RABI25_02202,Tilt 250 EC,wheat,GRW_02953,2025-10-15,true,false,false
WAM_RABI25_02203,Tilt 250 EC,wheat,GRW_02954,2025-10-07,true,false,false
WAM_RABI25_02204,Tilt 250 EC,wheat,GRW_02955,2025-10-26,true,true,false
WAM_RABI25_02205,Tilt 250 EC,wheat,GRW_02956,2026-01-07,true,false,false
WAM_RABI25_02206,Tilt 250 EC,wheat,GRW_02957,2025-12-05,true,false,false
WAM_RABI25_02207,Tilt 250 EC,wheat,GRW_02958,2025-11-05,true,true,false
WAM_RABI25_02208,Tilt 250 EC,wheat,GRW_02959,2025-10-10,true,false,false
WAM_RABI25_02209,Tilt 250 EC,wheat,GRW_02961,2025-10-08,true,false,false
WAM_RABI25_02210,Tilt 250 EC,wheat,GRW_02962,2025-11-02,true,false,false
WAM_RABI25_02211,Tilt 250 EC,wheat,GRW_02963,2025-11-03,true,false,false
WAM_RABI25_02212,Score 250 EC,mustard,GRW_02965,2025-12-15,true,false,false
WAM_RABI25_02213,Tilt 250 EC,wheat,GRW_02966,2026-01-25,true,false,false
WAM_RABI25_02214,Amistar 250 SC,chickpea,GRW_02967,2025-12-01,true,false,false
WAM_RABI25_02215,Tilt 250 EC,wheat,GRW_02968,2025-10-09,true,true,false
WAM_RABI25_02216,Tilt 250 EC,wheat,GRW_02970,2025-10-16,true,true,false
WAM_RABI25_02217,Amistar 250 SC,barley,GRW_02971,2025-11-29,true,false,false
WAM_RABI25_02218,Score 250 EC,mustard,GRW_02972,2026-03-12,true,false,false
WAM_RABI25_02219,Amistar 250 SC,chickpea,GRW_02974,2025-12-20,true,false,false
WAM_RABI25_02220,Amistar 250 SC,chickpea,GRW_02976,2025-10-24,true,false,false
WAM_RABI25_02221,Tilt 250 EC,wheat,GRW_02977,2025-10-24,true,false,false
WAM_RABI25_02222,Score 250 EC,mustard,GRW_02978,2026-02-06,true,true,false
WAM_RABI25_02223,Amistar 250 SC,lentil,GRW_02979,2025-10-13,true,true,true
WAM_RABI25_02224,Tilt 250 EC,wheat,GRW_02980,2025-12-19,true,true,false
WAM_RABI25_02225,Tilt 250 EC,wheat,GRW_02982,2025-10-29,true,false,false
WAM_RABI25_02226,Score 250 EC,safflower,GRW_02983,2026-03-07,true,false,false
WAM_RABI25_02227,Amistar 250 SC,maize,GRW_02984,2026-01-05,true,true,false
WAM_RABI25_02228,Tilt 250 EC,wheat,GRW_02985,2025-11-25,true,false,false
WAM_RABI25_02229,Tilt 250 EC,wheat,GRW_02986,2026-01-19,true,false,false
WAM_RABI25_02230,Tilt 250 EC,wheat,GRW_02987,2025-11-18,true,false,false
WAM_RABI25_02231,Score 250 EC,mustard,GRW_02990,2026-03-02,true,false,false
WAM_RABI25_02232,Tilt 250 EC,wheat,GRW_02991,2025-10-20,true,true,false
WAM_RABI25_02233,Tilt 250 EC,wheat,GRW_02992,2025-11-13,true,false,false
WAM_RABI25_02234,Amistar 250 SC,cumin,GRW_02994,2025-11-15,true,false,false
WAM_RABI25_02235,Tilt 250 EC,wheat,GRW_02995,2025-10-26,true,false,false
WAM_RABI25_02236,Amistar 250 SC,barley,GRW_02997,2025-10-18,true,true,false
WAM_RABI25_02237,Amistar 250 SC,barley,GRW_02998,2025-10-16,true,false,false
WAM_RABI25_02238,Tilt 250 EC,wheat,GRW_02999,2026-01-28,true,false,false
WAM_RABI25_02239,Amistar 250 SC,chickpea,GRW_03000,2026-03-20,true,false,false
WAM_RABI25_02240,Amistar 250 SC,chickpea,GRW_03001,2025-12-24,true,false,false
WAM_RABI25_02241,Tilt 250 EC,wheat,GRW_03003,2026-03-13,true,false,false
WAM_RABI25_02242,Amistar 250 SC,chickpea,GRW_03004,2025-12-26,true,true,false
WAM_RABI25_02243,Tilt 250 EC,wheat,GRW_03005,2025-10-24,true,false,false
WAM_RABI25_02244,Amistar 250 SC,chickpea,GRW_03006,2026-01-12,true,false,false
WAM_RABI25_02245,Amistar 250 SC,lentil,GRW_03008,2025-10-07,true,true,false
WAM_RABI25_02246,Tilt 250 EC,wheat,GRW_03010,2025-10-07,true,false,false
WAM_RABI25_02247,Tilt 250 EC,wheat,GRW_03011,2025-10-22,true,false,false
WAM_RABI25_02248,Score 250 EC,mustard,GRW_03012,2025-10-12,true,false,false
WAM_RABI25_02249,Tilt 250 EC,wheat,GRW_03014,2025-10-26,true,true,false
WAM_RABI25_02250,Amistar 250 SC,maize,GRW_03016,2025-12-01,true,false,false
WAM_RABI25_02251,Score 250 EC,mustard,GRW_03018,2025-12-27,true,false,false
WAM_RABI25_02252,Tilt 250 EC,wheat,GRW_03019,2026-03-10,true,true,false
WAM_RABI25_02253,Tilt 250 EC,wheat,GRW_03021,2026-02-21,true,false,false
WAM_RABI25_02254,Kavach 75 WP,potato,GRW_03023,2026-01-20,true,true,false
WAM_RABI25_02255,Tilt 250 EC,wheat,GRW_03024,2025-12-07,true,true,false
WAM_RABI25_02256,Score 250 EC,mustard,GRW_03026,2025-12-06,true,false,false
WAM_RABI25_02257,Amistar 250 SC,chickpea,GRW_03027,2025-11-14,true,true,false
WAM_RABI25_02258,Kavach 75 WP,potato,GRW_03028,2026-01-16,true,false,false
WAM_RABI25_02259,Score 250 EC,mustard,GRW_03029,2025-11-03,true,false,false
WAM_RABI25_02260,Amistar 250 SC,chickpea,GRW_03030,2026-02-13,true,true,false
WAM_RABI25_02261,Tilt 250 EC,wheat,GRW_03031,2026-02-23,true,false,false
WAM_RABI25_02262,Amistar 250 SC,chickpea,GRW_03032,2025-11-03,true,false,false
WAM_RABI25_02263,Tilt 250 EC,wheat,GRW_03033,2025-12-03,true,true,false
WAM_RABI25_02264,Kavach 75 WP,potato,GRW_03034,2025-10-24,true,false,false
WAM_RABI25_02265,Tilt 250 EC,wheat,GRW_03035,2026-02-19,true,true,false
WAM_RABI25_02266,Tilt 250 EC,wheat,GRW_03036,2025-12-06,true,false,false
WAM_RABI25_02267,Tilt 250 EC,wheat,GRW_03037,2025-11-13,true,true,false
WAM_RABI25_02268,Tilt 250 EC,wheat,GRW_03038,2026-01-03,true,true,false
WAM_RABI25_02269,Score 250 EC,mustard,GRW_03039,2025-10-23,true,false,false
WAM_RABI25_02270,Tilt 250 EC,wheat,GRW_03040,2025-10-06,true,true,false
WAM_RABI25_02271,Score 250 EC,mustard,GRW_03041,2025-11-18,true,false,false
WAM_RABI25_02272,Score 250 EC,mustard,GRW_03044,2025-11-21,true,true,false
WAM_RABI25_02273,Tilt 250 EC,wheat,GRW_03045,2025-11-12,true,false,false
WAM_RABI25_02274,Amistar 250 SC,barley,GRW_03046,2025-10-29,true,true,false
WAM_RABI25_02275,Amistar 250 SC,barley,GRW_03047,2025-10-31,true,false,false
WAM_RABI25_02276,Amistar 250 SC,chickpea,GRW_03048,2025-12-07,true,false,false
WAM_RABI25_02277,Tilt 250 EC,wheat,GRW_03049,2025-10-15,true,true,false
WAM_RABI25_02278,Amistar 250 SC,chickpea,GRW_03050,2025-11-12,true,false,false
WAM_RABI25_02279,Tilt 250 EC,wheat,GRW_03051,2025-10-08,true,true,true
WAM_RABI25_02280,Tilt 250 EC,wheat,GRW_03052,2025-10-07,true,true,false
WAM_RABI25_02281,Amistar 250 SC,chickpea,GRW_03053,2025-10-22,true,false,false
WAM_RABI25_02282,Tilt 250 EC,wheat,GRW_03054,2025-12-22,true,true,false
WAM_RABI25_02283,Tilt 250 EC,wheat,GRW_03055,2025-10-11,true,false,false
WAM_RABI25_02284,Tilt 250 EC,wheat,GRW_03056,2025-11-06,true,true,false
WAM_RABI25_02285,Amistar 250 SC,chickpea,GRW_03057,2025-11-17,true,false,false
WAM_RABI25_02286,Tilt 250 EC,wheat,GRW_03058,2025-10-12,true,false,false
WAM_RABI25_02287,Amistar 250 SC,chickpea,GRW_03059,2025-11-14,true,false,false
WAM_RABI25_02288,Tilt 250 EC,wheat,GRW_03060,2026-02-23,true,true,false
WAM_RABI25_02289,Amistar 250 SC,barley,GRW_03062,2025-12-15,true,false,false
WAM_RABI25_02290,Amistar 250 SC,lentil,GRW_03063,2025-11-29,false,false,false
WAM_RABI25_02291,Tilt 250 EC,wheat,GRW_03064,2025-10-17,true,false,false
WAM_RABI25_02292,Tilt 250 EC,wheat,GRW_03065,2025-12-15,true,true,false
WAM_RABI25_02293,Tilt 250 EC,wheat,GRW_03066,2026-03-04,false,false,false
WAM_RABI25_02294,Score 250 EC,mustard,GRW_03068,2025-11-04,true,false,false
WAM_RABI25_02295,Amistar 250 SC,lentil,GRW_03069,2026-02-28,true,true,false
WAM_RABI25_02296,Tilt 250 EC,wheat,GRW_03071,2025-11-10,true,false,false
WAM_RABI25_02297,Tilt 250 EC,wheat,GRW_03072,2025-10-17,true,false,false
WAM_RABI25_02298,Tilt 250 EC,wheat,GRW_03073,2025-10-14,true,true,false
WAM_RABI25_02299,Score 250 EC,mustard,GRW_03074,2025-10-11,true,true,false
WAM_RABI25_02300,Tilt 250 EC,wheat,GRW_03076,2026-01-10,true,false,false
WAM_RABI25_02301,Score 250 EC,safflower,GRW_03078,2025-11-25,true,false,false
WAM_RABI25_02302,Amistar 250 SC,chickpea,GRW_03079,2025-10-28,true,false,false
WAM_RABI25_02303,Tilt 250 EC,wheat,GRW_03081,2025-10-19,true,false,false
WAM_RABI25_02304,Amistar 250 SC,barley,GRW_03082,2025-10-07,true,true,true
WAM_RABI25_02305,Amistar 250 SC,chickpea,GRW_03083,2026-01-06,true,false,false
WAM_RABI25_02306,Tilt 250 EC,wheat,GRW_03087,2025-10-14,true,false,false
WAM_RABI25_02307,Amistar 250 SC,lentil,GRW_03089,2025-11-02,true,false,false
WAM_RABI25_02308,Kavach 75 WP,potato,GRW_03090,2025-10-18,true,false,false
WAM_RABI25_02309,Tilt 250 EC,wheat,GRW_03091,2025-10-06,true,false,false
WAM_RABI25_02310,Score 250 EC,mustard,GRW_03093,2025-11-03,true,true,false
WAM_RABI25_02311,Kavach 75 WP,potato,GRW_03094,2025-10-11,true,true,false
WAM_RABI25_02312,Tilt 250 EC,wheat,GRW_03095,2025-10-12,true,false,false
WAM_RABI25_02313,Score 250 EC,mustard,GRW_03096,2026-01-07,true,false,false
WAM_RABI25_02314,Amistar 250 SC,chickpea,GRW_03097,2026-02-03,true,false,false
WAM_RABI25_02315,Tilt 250 EC,wheat,GRW_03098,2025-10-11,true,false,false
WAM_RABI25_02316,Tilt 250 EC,wheat,GRW_03099,2026-02-11,true,false,false
WAM_RABI25_02317,Tilt 250 EC,wheat,GRW_03100,2025-11-28,true,false,false
WAM_RABI25_02318,Amistar 250 SC,chickpea,GRW_03101,2025-10-06,true,false,false
WAM_RABI25_02319,Amistar 250 SC,chickpea,GRW_03102,2025-11-19,true,false,false
WAM_RABI25_02320,Tilt 250 EC,wheat,GRW_03103,2026-02-28,true,false,false
WAM_RABI25_02321,Amistar 250 SC,maize,GRW_03104,2025-11-14,true,true,false
WAM_RABI25_02322,Tilt 250 EC,wheat,GRW_03106,2025-10-09,true,false,false
WAM_RABI25_02323,Tilt 250 EC,wheat,GRW_03107,2025-12-07,true,true,true
WAM_RABI25_02324,Score 250 EC,mustard,GRW_03108,2025-12-30,true,false,false
WAM_RABI25_02325,Score 250 EC,mustard,GRW_03109,2026-01-18,true,false,false
WAM_RABI25_02326,Amistar 250 SC,chickpea,GRW_03110,2025-11-01,true,false,false
WAM_RABI25_02327,Kavach 75 WP,potato,GRW_03112,2025-11-27,true,false,false
WAM_RABI25_02328,Tilt 250 EC,wheat,GRW_03113,2025-11-19,true,false,false
WAM_RABI25_02329,Tilt 250 EC,wheat,GRW_03114,2025-10-14,true,true,false
WAM_RABI25_02330,Tilt 250 EC,wheat,GRW_03115,2026-02-02,true,false,false
WAM_RABI25_02331,Score 250 EC,mustard,GRW_03119,2025-10-19,true,false,false
WAM_RABI25_02332,Amistar 250 SC,chickpea,GRW_03121,2025-10-11,true,false,false
WAM_RABI25_02333,Tilt 250 EC,wheat,GRW_03124,2025-10-23,true,true,false
WAM_RABI25_02334,Tilt 250 EC,wheat,GRW_03125,2025-10-11,true,false,false
WAM_RABI25_02335,Kavach 75 WP,potato,GRW_03126,2025-10-06,true,false,false
WAM_RABI25_02336,Tilt 250 EC,wheat,GRW_03128,2025-11-13,true,false,false
WAM_RABI25_02337,Tilt 250 EC,wheat,GRW_03129,2025-11-10,true,false,false
WAM_RABI25_02338,Tilt 250 EC,wheat,GRW_03130,2025-11-16,true,false,false
WAM_RABI25_02339,Tilt 250 EC,wheat,GRW_03131,2026-02-10,true,true,false
WAM_RABI25_02340,Amistar 250 SC,maize,GRW_03134,2025-12-28,true,false,false
WAM_RABI25_02341,Tilt 250 EC,wheat,GRW_03135,2025-10-24,true,false,false
WAM_RABI25_02342,Tilt 250 EC,wheat,GRW_03136,2026-02-16,true,false,false
WAM_RABI25_02343,Score 250 EC,safflower,GRW_03137,2025-10-13,true,false,false
WAM_RABI25_02344,Tilt 250 EC,wheat,GRW_03138,2025-12-22,true,false,false
WAM_RABI25_02345,Kavach 75 WP,potato,GRW_03139,2025-10-22,true,true,false
WAM_RABI25_02346,Score 250 EC,mustard,GRW_03140,2026-01-19,true,false,false
WAM_RABI25_02347,Tilt 250 EC,wheat,GRW_03141,2026-02-05,true,false,false
WAM_RABI25_02348,Tilt 250 EC,wheat,GRW_03142,2025-10-31,true,false,false
WAM_RABI25_02349,Tilt 250 EC,wheat,GRW_03143,2025-11-27,true,false,false
WAM_RABI25_02350,Amistar 250 SC,lentil,GRW_03144,2026-01-01,true,true,true
WAM_RABI25_02351,Tilt 250 EC,wheat,GRW_03145,2026-02-10,true,false,false
WAM_RABI25_02352,Tilt 250 EC,wheat,GRW_03147,2025-10-16,true,false,false
WAM_RABI25_02353,Tilt 250 EC,wheat,GRW_03148,2025-11-07,true,false,false
WAM_RABI25_02354,Amistar 250 SC,barley,GRW_03150,2025-12-24,true,false,false
WAM_RABI25_02355,Amistar 250 SC,chickpea,GRW_03151,2025-11-22,true,true,true
WAM_RABI25_02356,Tilt 250 EC,wheat,GRW_03152,2025-10-31,true,false,false
WAM_RABI25_02357,Amistar 250 SC,barley,GRW_03153,2025-11-28,true,true,false
WAM_RABI25_02358,Tilt 250 EC,wheat,GRW_03154,2026-02-11,true,false,false
WAM_RABI25_02359,Tilt 250 EC,wheat,GRW_03155,2025-10-09,true,false,false
WAM_RABI25_02360,Tilt 250 EC,wheat,GRW_03156,2025-12-12,true,false,false
WAM_RABI25_02361,Score 250 EC,mustard,GRW_03157,2025-11-30,true,false,false
WAM_RABI25_02362,Tilt 250 EC,wheat,GRW_03158,2025-11-25,true,false,false
WAM_RABI25_02363,Tilt 250 EC,wheat,GRW_03159,2025-10-27,true,false,false
WAM_RABI25_02364,Tilt 250 EC,wheat,GRW_03160,2025-11-05,true,false,false
WAM_RABI25_02365,Score 250 EC,mustard,GRW_03162,2026-02-14,true,false,false
WAM_RABI25_02366,Amistar 250 SC,chickpea,GRW_03164,2025-10-06,true,false,false
WAM_RABI25_02367,Score 250 EC,safflower,GRW_03165,2026-03-28,true,false,false
WAM_RABI25_02368,Tilt 250 EC,wheat,GRW_03166,2025-10-25,true,true,false
WAM_RABI25_02369,Tilt 250 EC,wheat,GRW_03167,2025-11-02,true,false,false
WAM_RABI25_02370,Amistar 250 SC,barley,GRW_03168,2025-10-13,true,false,false
WAM_RABI25_02371,Tilt 250 EC,wheat,GRW_03169,2025-12-19,true,false,false
WAM_RABI25_02372,Amistar 250 SC,chickpea,GRW_03170,2025-10-22,true,true,false
WAM_RABI25_02373,Tilt 250 EC,wheat,GRW_03171,2026-03-09,true,true,false
WAM_RABI25_02374,Tilt 250 EC,wheat,GRW_03172,2025-10-20,true,false,false
WAM_RABI25_02375,Tilt 250 EC,wheat,GRW_03173,2025-10-15,true,false,false
WAM_RABI25_02376,Amistar 250 SC,chickpea,GRW_03174,2025-11-12,true,false,false
WAM_RABI25_02377,Tilt 250 EC,wheat,GRW_03176,2026-01-15,true,false,false
WAM_RABI25_02378,Tilt 250 EC,wheat,GRW_03177,2026-01-01,true,false,false
WAM_RABI25_02379,Tilt 250 EC,wheat,GRW_03178,2026-02-12,true,false,false
WAM_RABI25_02380,Score 250 EC,mustard,GRW_03179,2026-03-28,true,true,false
WAM_RABI25_02381,Tilt 250 EC,wheat,GRW_03180,2025-10-14,true,true,false
WAM_RABI25_02382,Tilt 250 EC,wheat,GRW_03181,2025-10-08,true,true,false
WAM_RABI25_02383,Tilt 250 EC,wheat,GRW_03185,2026-02-11,true,true,false
WAM_RABI25_02384,Score 250 EC,mustard,GRW_03186,2025-11-28,true,false,false
WAM_RABI25_02385,Tilt 250 EC,wheat,GRW_03188,2025-10-10,true,true,false
WAM_RABI25_02386,Tilt 250 EC,wheat,GRW_03189,2025-12-23,true,false,false
WAM_RABI25_02387,Tilt 250 EC,wheat,GRW_03190,2025-10-08,true,false,false
WAM_RABI25_02388,Tilt 250 EC,wheat,GRW_03192,2025-10-09,true,false,false
WAM_RABI25_02389,Amistar 250 SC,lentil,GRW_03193,2025-10-24,true,false,false
WAM_RABI25_02390,Score 250 EC,mustard,GRW_03194,2025-12-14,true,false,false
WAM_RABI25_02391,Tilt 250 EC,wheat,GRW_03195,2025-10-09,true,false,false
WAM_RABI25_02392,Amistar 250 SC,maize,GRW_03197,2025-10-21,true,false,false
WAM_RABI25_02393,Amistar 250 SC,chickpea,GRW_03198,2025-10-26,false,false,false
WAM_RABI25_02394,Tilt 250 EC,wheat,GRW_03200,2026-01-18,true,true,false
WAM_RABI25_02395,Tilt 250 EC,wheat,GRW_03201,2025-10-31,true,false,false
WAM_RABI25_02396,Tilt 250 EC,wheat,GRW_03204,2025-11-15,true,false,false
WAM_RABI25_02397,Amistar 250 SC,lentil,GRW_03205,2025-10-11,true,false,false
WAM_RABI25_02398,Amistar 250 SC,chickpea,GRW_03206,2025-10-06,true,true,false
WAM_RABI25_02399,Tilt 250 EC,wheat,GRW_03207,2026-03-07,true,true,false
WAM_RABI25_02400,Amistar 250 SC,lentil,GRW_03208,2025-10-16,true,false,false
WAM_RABI25_02401,Tilt 250 EC,wheat,GRW_03209,2025-11-09,true,false,false
WAM_RABI25_02402,Tilt 250 EC,wheat,GRW_03211,2025-11-05,true,true,true
WAM_RABI25_02403,Score 250 EC,mustard,GRW_03212,2025-11-04,true,false,false
WAM_RABI25_02404,Tilt 250 EC,wheat,GRW_03213,2025-10-07,true,false,false
WAM_RABI25_02405,Kavach 75 WP,potato,GRW_03214,2025-10-23,true,false,false
WAM_RABI25_02406,Score 250 EC,safflower,GRW_03215,2025-11-08,true,false,false
WAM_RABI25_02407,Amistar 250 SC,chickpea,GRW_03216,2025-11-28,true,false,false
WAM_RABI25_02408,Tilt 250 EC,wheat,GRW_03217,2026-01-05,true,false,false
WAM_RABI25_02409,Score 250 EC,mustard,GRW_03218,2025-11-07,true,true,false
WAM_RABI25_02410,Score 250 EC,mustard,GRW_03219,2025-10-07,true,false,false
WAM_RABI25_02411,Tilt 250 EC,wheat,GRW_03220,2025-10-31,true,true,true
WAM_RABI25_02412,Tilt 250 EC,wheat,GRW_03222,2025-12-19,true,false,false
WAM_RABI25_02413,Score 250 EC,mustard,GRW_03223,2025-11-03,true,false,false
WAM_RABI25_02414,Score 250 EC,mustard,GRW_03225,2025-10-17,true,true,false
WAM_RABI25_02415,Tilt 250 EC,wheat,GRW_03226,2025-11-15,true,true,false
WAM_RABI25_02416,Tilt 250 EC,wheat,GRW_03230,2026-02-08,true,false,false
WAM_RABI25_02417,Tilt 250 EC,wheat,GRW_03232,2025-11-02,true,false,false
WAM_RABI25_02418,Tilt 250 EC,wheat,GRW_03233,2025-12-31,true,false,false
